0.0;0.0;0.1
0.0;2.6;0.2
0.0;6.9;0.2
1.0;8.8;0.2
1.0;9.7;0.3
2.0;10.1;0.3
3.0;10.4;0.3
3.0;10.8;0.3
4.0;11.1;0.3
5.0;11.4;0.3
5.0;11.8;0.3
6.0;12.0;0.3
7.0;12.4;0.4
8.0;12.4;0.4
8.0;12.3;0.4
9.0;12.7;0.4
10.0;12.8;0.4
11.0;12.8;0.4
11.0;13.1;0.5
12.0;13.0;0.5
13.0;13.2;0.5
14.0;13.2;0.5
14.0;13.2;0.5
15.0;13.3;0.5
16.0;13.3;0.5
16.0;13.2;0.6
17.0;13.3;0.6
18.0;13.3;0.6
18.0;13.4;0.6
19.0;13.3;0.6
20.0;13.4;0.6
21.0;13.4;0.6
21.0;13.4;0.7
22.0;13.5;0.7
23.0;13.6;0.7
24.0;13.6;0.7
24.0;13.8;0.7
25.0;13.8;0.7
26.0;13.8;0.7
27.0;13.9;0.7
28.0;13.9;0.7
29.0;14.0;0.8
29.0;14.1;0.7
30.0;14.1;0.7
31.0;14.3;0.8
32.0;14.3;0.8
33.0;14.5;0.7
34.0;14.5;0.8
35.0;14.5;0.8
36.0;14.6;0.8
36.0;14.6;0.8
37.0;14.6;0.8
38.0;14.6;0.8
39.0;14.6;0.8
39.0;14.5;0.8
40.0;14.6;0.9
41.0;14.6;0.9
41.0;14.6;0.9
42.0;14.6;0.9
43.0;14.7;1.0
44.0;14.7;1.0
45.0;14.7;1.0
46.0;14.8;1.1
47.0;14.8;1.1
48.0;14.9;1.1
48.0;14.9;1.1
49.0;14.9;1.1
50.0;15.0;1.0
51.0;14.9;1.0
51.0;14.9;1.0
52.0;15.0;1.0
53.0;14.9;1.0
54.0;14.9;1.0
55.0;14.9;1.1
55.0;14.9;1.1
56.0;15.0;1.1
57.0;14.9;1.1
58.0;15.0;1.1
59.0;15.0;1.1
59.0;15.0;1.1
60.0;15.1;1.2
61.0;15.1;1.2
62.0;15.1;1.2
63.0;15.1;1.2
63.0;15.1;1.2
64.0;15.1;1.2
65.0;15.1;1.2
66.0;15.1;1.3
67.0;15.2;1.3
68.0;15.2;1.3
68.0;15.2;1.3
69.0;15.2;1.2
70.0;15.2;1.2
71.0;15.2;1.2
72.0;15.2;1.3
73.0;15.2;1.3
74.0;15.3;1.3
74.0;15.3;1.3
75.0;15.3;1.3
76.0;15.3;1.4
77.0;15.3;1.4
77.0;15.3;1.4
78.0;15.3;1.5
79.0;15.3;1.5
80.0;15.3;1.6
81.0;15.4;1.6
82.0;15.4;1.6
83.0;15.4;1.7
83.0;15.4;1.7
85.0;15.5;1.7
85.0;15.5;1.7
86.0;15.5;1.7
87.0;15.5;1.7
88.0;15.5;1.7
89.0;15.5;1.7
90.0;15.6;1.7
91.0;15.6;1.7
92.0;15.6;1.8
93.0;15.6;1.8
93.0;15.6;1.8
95.0;15.7;1.8
95.0;15.7;1.8
96.0;15.7;1.8
96.0;15.6;1.8
97.0;15.6;1.8
98.0;15.6;1.8
98.0;15.6;1.8
99.0;15.5;1.8
100.0;15.5;1.8
101.0;15.6;1.7
102.0;15.6;1.7
103.0;15.6;1.7
104.0;15.7;1.8
105.0;15.7;1.8
106.0;15.7;1.8
106.0;15.7;1.8
108.0;15.8;2.0
108.0;15.7;2.0
109.0;15.8;2.0
110.0;15.8;2.0
111.0;15.8;2.0
112.0;15.8;2.0
113.0;15.9;2.0
114.0;15.9;2.1
115.0;15.9;2.1
116.0;16.0;2.1
117.0;16.0;2.1
119.0;16.1;2.1
120.0;16.1;2.1
120.0;16.1;2.1
122.0;16.2;2.1
123.0;16.2;2.1
125.0;16.3;2.2
125.0;16.3;2.2
126.0;16.4;2.2
128.0;16.4;2.3
128.0;16.4;2.3
129.0;16.4;2.3
131.0;16.5;2.2
132.0;16.5;2.2
133.0;16.6;2.3
134.0;16.6;2.2
135.0;16.6;2.3
137.0;16.7;2.2
138.0;16.7;2.2
139.0;16.7;2.2
140.0;16.8;2.0
141.0;16.8;2.0
142.0;16.8;2.3
143.0;16.9;2.0
144.0;16.9;2.0
146.0;16.9;2.2
146.0;16.9;2.2
147.0;16.9;2.2
148.0;17.0;2.1
149.0;17.0;2.1
151.0;17.0;2.3
151.0;17.0;2.3
152.0;17.0;2.3
153.0;17.0;2.3
154.0;17.0;2.4
155.0;17.0;2.3
155.0;17.0;2.3
156.0;17.0;2.3
157.0;17.0;2.3
158.0;17.0;2.3
159.0;17.0;2.4
161.0;17.1;2.2
161.0;17.1;2.2
162.0;17.1;2.2
164.0;17.2;2.4
165.0;17.2;2.4
166.0;17.2;2.5
166.0;17.1;2.5
168.0;17.2;2.7
169.0;17.2;2.7
170.0;17.2;2.7
171.0;17.2;2.7
172.0;17.3;2.5
173.0;17.3;2.5
174.0;17.3;2.5
175.0;17.3;2.5
176.0;17.4;2.5
177.0;17.3;2.5
178.0;17.4;2.5
179.0;17.4;2.5
180.0;17.3;2.5
181.0;17.4;2.3
182.0;17.4;2.3
183.0;17.4;2.7
184.0;17.4;2.3
185.0;17.4;2.3
185.0;17.4;2.3
186.0;17.4;2.3
188.0;17.4;2.1
188.0;17.4;2.1
190.0;17.5;2.2
191.0;17.5;2.2
192.0;17.5;2.2
193.0;17.5;2.2
194.0;17.5;2.2
195.0;17.5;2.2
196.0;17.5;2.2
197.0;17.5;2.2
197.0;17.5;2.2
199.0;17.6;2.2
199.0;17.5;2.2
201.0;17.6;2.2
201.0;17.6;2.2
202.0;17.5;2.2
204.0;17.6;2.2
204.0;17.6;2.2
206.0;17.6;2.6
207.0;17.6;2.2
207.0;17.6;2.2
209.0;17.6;2.2
209.0;17.6;2.2
211.0;17.7;2.6
212.0;17.7;2.2
212.0;17.7;2.2
214.0;17.7;2.3
215.0;17.7;2.3
216.0;17.7;2.3
217.0;17.8;2.3
218.0;17.7;2.3
220.0;17.8;2.3
220.0;17.8;2.3
221.0;17.8;2.3
223.0;17.9;2.3
224.0;17.9;2.3
224.0;17.8;2.3
226.0;17.9;2.3
227.0;17.9;2.3
228.0;17.9;2.7
230.0;18.0;2.3
230.0;18.0;2.3
231.0;18.0;2.5
