0.0;0.0;0.1
0.0;2.0;0.2
0.0;5.5;0.2
1.0;7.3;0.2
1.0;9.0;0.2
2.0;9.7;0.2
3.0;10.5;0.2
4.0;11.4;0.2
4.0;10.9;0.2
8.0;17.6;0.3
12.0;25.2;0.3
17.0;30.8;0.3
21.0;35.9;0.3
26.0;39.6;0.3
27.0;38.5;0.3
28.0;37.0;0.3
28.0;35.2;0.3
29.0;34.1;0.3
30.0;33.0;0.3
34.0;35.2;0.3
36.0;36.1;0.3
37.0;35.2;0.3
38.0;34.5;0.3
39.0;33.7;0.3
40.0;32.7;0.3
43.0;34.2;0.4
49.0;36.8;0.4
54.0;39.2;0.4
57.0;40.4;0.4
59.0;40.1;0.4
60.0;39.6;0.4
61.0;39.0;0.4
62.0;38.6;0.4
63.0;37.8;0.4
64.0;37.2;0.4
65.0;36.7;0.4
66.0;36.2;0.4
67.0;35.7;0.4
68.0;35.3;0.4
70.0;35.2;0.4
71.0;35.2;0.4
72.0;34.7;0.4
73.0;34.3;0.4
75.0;34.1;0.4
76.0;34.1;0.4
77.0;33.8;0.4
79.0;33.6;0.4
80.0;33.4;0.4
81.0;33.1;0.4
82.0;32.9;0.4
83.0;32.6;0.4
84.0;32.4;0.4
87.0;32.8;0.4
88.0;32.6;0.4
89.0;32.6;0.4
91.0;32.4;0.4
92.0;32.2;0.4
93.0;32.1;0.4
94.0;31.9;0.4
95.0;31.7;0.5
97.0;31.6;0.5
98.0;31.4;0.5
99.0;31.4;0.5
100.0;31.3;0.5
101.0;31.1;0.5
103.0;31.1;0.5
104.0;30.9;0.5
105.0;30.8;0.5
107.0;30.7;0.5
108.0;30.6;0.5
110.0;30.7;0.5
114.0;31.5;0.5
119.0;32.5;0.5
124.0;33.4;0.5
130.0;34.3;0.6
135.0;35.1;0.6
140.0;36.0;0.6
145.0;36.8;0.6
148.0;37.2;0.6
148.0;36.7;0.6
149.0;36.6;0.6
154.0;37.2;0.6
156.0;37.3;0.6
159.0;37.4;0.6
162.0;37.8;0.6
164.0;37.8;0.6
